GFMD initialization...
Number of processors used    : 1
Total number of GF atoms     : 1152
Extra load added to GF atoms : -0.01

Original positions of GF atoms determined from initial configuraiton!

Mapping info computed from initial configuration.
Total # of atoms in manifold : 1152
Surface vector along U       : [ 4.42745, 0 ]
Surface vector along V       : [ 0, 2.55619 ]
# of atoms per unit cell     : 2
Dimensions of the FFT mesh   : 18 x 32

Manifold to FFT mesh mapping information:
# nx ny nucell
 18 32 2
# ix iy iu atom_id
215 684 15.4961 29.3962 0
216 109 13.2824 30.6743 0
217 685 15.4961 31.9524 0
218 110 13.2824 33.2305 0
219 686 15.4961 34.5086 0
220 111 13.2824 35.7867 0
221 687 15.4961 37.0648 0
222 112 13.2824 38.3429 0
223 688 15.4961 39.621 0
224 113 13.2824 40.8991 0
225 689 15.4961 42.1772 0
226 114 13.2824 43.4552 0
227 690 15.4961 44.7333 0
228 115 13.2824 46.0114 0
229 691 15.4961 47.2895 0
230 116 13.2824 48.5676 0
231 692 15.4961 49.8457 0
232 117 13.2824 51.1238 0
233 693 15.4961 52.4019 0
234 118 13.2824 53.68 0
235 694 15.4961 54.9581 0
236 119 13.2824 56.2362 0
237 695 15.4961 57.5143 0
238 120 13.2824 58.7924 0
239 696 15.4961 60.0705 0
240 121 13.2824 61.3486 0
241 697 15.4961 62.6267 0
242 122 13.2824 63.9048 0
243 698 15.4961 65.1829 0
244 123 13.2824 66.461 0
245 699 15.4961 67.7391 0
246 124 13.2824 69.0172 0
247 700 15.4961 70.2953 0
248 125 13.2824 71.5733 0
249 701 15.4961 72.8514 0
250 126 13.2824 74.1295 0
251 702 15.4961 75.4076 0
252 127 13.2824 76.6857 0
253 703 15.4961 77.9638 0
254 128 13.2824 79.2419 0
255 704 15.4961 80.52 0
256 129 17.7098 0 0
257 705 19.9235 1.2781 0
258 130 17.7098 2.55619 0
259 706 19.9235 3.83429 0
260 131 17.7098 5.11238 0
261 707 19.9235 6.39048 0
262 132 17.7098 7.66857 0
263 708 19.9235 8.94667 0
264 133 17.7098 10.2248 0
265 709 19.9235 11.5029 0
266 134 17.7098 12.781 0
267 710 19.9235 14.0591 0
268 135 17.7098 15.3371 0
269 711 19.9235 16.6152 0
270 136 17.7098 17.8933 0
271 712 19.9235 19.1714 0
272 137 17.7098 20.4495 0
273 713 19.9235 21.7276 0
274 138 17.7098 23.0057 0
275 714 19.9235 24.2838 0
276 139 17.7098 25.5619 0
277 715 19.9235 26.84 0
278 140 17.7098 28.1181 0
279 716 19.9235 29.3962 0
280 141 17.7098 30.6743 0
281 717 19.9235 31.9524 0
282 142 17.7098 33.2305 0
283 718 19.9235 34.5086 0
284 143 17.7098 35.7867 0
285 719 19.9235 37.0648 0
286 144 17.7098 38.3429 0
287 720 19.9235 39.621 0
288 145 17.7098 40.8991 0
289 721 19.9235 42.1772 0
290 146 17.7098 43.4552 0
291 722 19.9235 44.7333 0
292 147 17.7098 46.0114 0
293 723 19.9235 47.2895 0
294 148 17.7098 48.5676 0
295 724 19.9235 49.8457 0
296 149 17.7098 51.1238 0
297 725 19.9235 52.4019 0
298 150 17.7098 53.68 0
299 726 19.9235 54.9581 0
300 151 17.7098 56.2362 0
301 727 19.9235 57.5143 0
302 152 17.7098 58.7924 0
303 728 19.9235 60.0705 0
304 153 17.7098 61.3486 0
305 729 19.9235 62.6267 0
306 154 17.7098 63.9048 0
307 730 19.9235 65.1829 0
308 155 17.7098 66.461 0
309 731 19.9235 67.7391 0
310 156 17.7098 69.0172 0
311 732 19.9235 70.2953 0
312 157 17.7098 71.5733 0
313 733 19.9235 72.8514 0
314 158 17.7098 74.1295 0
315 734 19.9235 75.4076 0
316 159 17.7098 76.6857 0
317 735 19.9235 77.9638 0
318 160 17.7098 79.2419 0
319 736 19.9235 80.52 0
320 161 22.1373 0 0
321 737 24.351 1.2781 0
322 162 22.1373 2.55619 0
323 738 24.351 3.83429 0
324 163 22.1373 5.11238 0
325 739 24.351 6.39048 0
326 164 22.1373 7.66857 0
327 740 24.351 8.94667 0
328 165 22.1373 10.2248 0
329 741 24.351 11.5029 0
330 166 22.1373 12.781 0
331 742 24.351 14.0591 0
332 167 22.1373 15.3371 0
333 743 24.351 16.6152 0
334 168 22.1373 17.8933 0
335 744 24.351 19.1714 0
336 169 22.1373 20.4495 0
337 745 24.351 21.7276 0
338 170 22.1373 23.0057 0
339 746 24.351 24.2838 0
340 171 22.1373 25.5619 0
341 747 24.351 26.84 0
342 172 22.1373 28.1181 0
343 748 24.351 29.3962 0
344 173 22.1373 30.6743 0
345 749 24.351 31.9524 0
346 174 22.1373 33.2305 0
347 750 24.351 34.5086 0
348 175 22.1373 35.7867 0
349 751 24.351 37.0648 0
350 176 22.1373 38.3429 0
351 752 24.351 39.621 0
352 177 22.1373 40.8991 0
353 753 24.351 42.1772 0
354 178 22.1373 43.4552 0
355 754 24.351 44.7333 0
356 179 22.1373 46.0114 0
357 755 24.351 47.2895 0
358 180 22.1373 48.5676 0
359 756 24.351 49.8457 0
360 181 22.1373 51.1238 0
361 757 24.351 52.4019 0
362 182 22.1373 53.68 0
363 758 24.351 54.9581 0
364 183 22.1373 56.2362 0
365 759 24.351 57.5143 0
366 184 22.1373 58.7924 0
367 760 24.351 60.0705 0
368 185 22.1373 61.3486 0
369 761 24.351 62.6267 0
370 186 22.1373 63.9048 0
371 762 24.351 65.1829 0
372 187 22.1373 66.461 0
373 763 24.351 67.7391 0
374 188 22.1373 69.0172 0
375 764 24.351 70.2953 0
376 189 22.1373 71.5733 0
377 765 24.351 72.8514 0
378 190 22.1373 74.1295 0
379 766 24.351 75.4076 0
380 191 22.1373 76.6857 0
381 767 24.351 77.9638 0
382 192 22.1373 79.2419 0
383 768 24.351 80.52 0
384 193 26.5647 0 0
385 769 28.7784 1.2781 0
386 194 26.5647 2.55619 0
387 770 28.7784 3.83429 0
388 195 26.5647 5.11238 0
389 771 28.7784 6.39048 0
390 196 26.5647 7.66857 0
391 772 28.7784 8.94667 0
392 197 26.5647 10.2248 0
393 773 28.7784 11.5029 0
394 198 26.5647 12.781 0
395 774 28.7784 14.0591 0
396 199 26.5647 15.3371 0
397 775 28.7784 16.6152 0
398 200 26.5647 17.8933 0
399 776 28.7784 19.1714 0
400 201 26.5647 20.4495 0
401 777 28.7784 21.7276 0
402 202 26.5647 23.0057 0
403 778 28.7784 24.2838 0
404 203 26.5647 25.5619 0
405 779 28.7784 26.84 0
406 204 26.5647 28.1181 0
407 780 28.7784 29.3962 0
408 205 26.5647 30.6743 0
409 781 28.7784 31.9524 0
410 206 26.5647 33.2305 0
411 782 28.7784 34.5086 0
412 207 26.5647 35.7867 0
413 783 28.7784 37.0648 0
414 208 26.5647 38.3429 0
415 784 28.7784 39.621 0
416 209 26.5647 40.8991 0
417 785 28.7784 42.1772 0
418 210 26.5647 43.4552 0
419 786 28.7784 44.7333 0
420 211 26.5647 46.0114 0
421 787 28.7784 47.2895 0
422 212 26.5647 48.5676 0
423 788 28.7784 49.8457 0
424 213 26.5647 51.1238 0
425 789 28.7784 52.4019 0
426 214 26.5647 53.68 0
427 790 28.7784 54.9581 0
428 215 26.5647 56.2362 0
429 791 28.7784 57.5143 0
430 216 26.5647 58.7924 0
431 792 28.7784 60.0705 0
432 217 26.5647 61.3486 0
433 793 28.7784 62.6267 0
434 218 26.5647 63.9048 0
435 794 28.7784 65.1829 0
436 219 26.5647 66.461 0
437 795 28.7784 67.7391 0
438 220 26.5647 69.0172 0
439 796 28.7784 70.2953 0
440 221 26.5647 71.5733 0
441 797 28.7784 72.8514 0
442 222 26.5647 74.1295 0
443 798 28.7784 75.4076 0
444 223 26.5647 76.6857 0
445 799 28.7784 77.9638 0
446 224 26.5647 79.2419 0
447 800 28.7784 80.52 0
448 225 30.9922 0 0
449 801 33.2059 1.2781 0
450 226 30.9922 2.55619 0
451 802 33.2059 3.83429 0
452 227 30.9922 5.11238 0
453 803 33.2059 6.39048 0
454 228 30.9922 7.66857 0
455 804 33.2059 8.94667 0
456 229 30.9922 10.2248 0
457 805 33.2059 11.5029 0
458 230 30.9922 12.781 0
459 806 33.2059 14.0591 0
460 231 30.9922 15.3371 0
461 807 33.2059 16.6152 0
462 232 30.9922 17.8933 0
463 808 33.2059 19.1714 0
464 233 30.9922 20.4495 0
465 809 33.2059 21.7276 0
466 234 30.9922 23.0057 0
467 810 33.2059 24.2838 0
468 235 30.9922 25.5619 0
469 811 33.2059 26.84 0
470 236 30.9922 28.1181 0
471 812 33.2059 29.3962 0
472 237 30.9922 30.6743 0
473 813 33.2059 31.9524 0
474 238 30.9922 33.2305 0
475 814 33.2059 34.5086 0
476 239 30.9922 35.7867 0
477 815 33.2059 37.0648 0
478 240 30.9922 38.3429 0
479 816 33.2059 39.621 0
480 241 30.9922 40.8991 0
481 817 33.2059 42.1772 0
482 242 30.9922 43.4552 0
483 818 33.2059 44.7333 0
484 243 30.9922 46.0114 0
485 819 33.2059 47.2895 0
486 244 30.9922 48.5676 0
487 820 33.2059 49.8457 0
488 245 30.9922 51.1238 0
489 821 33.2059 52.4019 0
490 246 30.9922 53.68 0
491 822 33.2059 54.9581 0
492 247 30.9922 56.2362 0
493 823 33.2059 57.5143 0
494 248 30.9922 58.7924 0
495 824 33.2059 60.0705 0
496 249 30.9922 61.3486 0
497 825 33.2059 62.6267 0
498 250 30.9922 63.9048 0
499 826 33.2059 65.1829 0
500 251 30.9922 66.461 0
501 827 33.2059 67.7391 0
502 252 30.9922 69.0172 0
503 828 33.2059 70.2953 0
504 253 30.9922 71.5733 0
505 829 33.2059 72.8514 0
506 254 30.9922 74.1295 0
507 830 33.2059 75.4076 0
508 255 30.9922 76.6857 0
509 831 33.2059 77.9638 0
510 256 30.9922 79.2419 0
511 832 33.2059 80.52 0
512 257 35.4196 0 0
513 833 37.6333 1.2781 0
514 258 35.4196 2.55619 0
515 834 37.6333 3.83429 0
516 259 35.4196 5.11238 0
517 835 37.6333 6.39048 0
518 260 35.4196 7.66857 0
519 836 37.6333 8.94667 0
520 261 35.4196 10.2248 0
521 837 37.6333 11.5029 0
522 262 35.4196 12.781 0
523 838 37.6333 14.0591 0
524 263 35.4196 15.3371 0
525 839 37.6333 16.6152 0
526 264 35.4196 17.8933 0
527 840 37.6333 19.1714 0
528 265 35.4196 20.4495 0
529 841 37.6333 21.7276 0
530 266 35.4196 23.0057 0
531 842 37.6333 24.2838 0
532 267 35.4196 25.5619 0
533 843 37.6333 26.84 0
534 268 35.4196 28.1181 0
535 844 37.6333 29.3962 0
536 269 35.4196 30.6743 0
537 845 37.6333 31.9524 0
538 270 35.4196 33.2305 0
539 846 37.6333 34.5086 0
540 271 35.4196 35.7867 0
541 847 37.6333 37.0648 0
542 272 35.4196 38.3429 0
543 848 37.6333 39.621 0
544 273 35.4196 40.8991 0
545 849 37.6333 42.1772 0
546 274 35.4196 43.4552 0
547 850 37.6333 44.7333 0
548 275 35.4196 46.0114 0
549 851 37.6333 47.2895 0
550 276 35.4196 48.5676 0
551 852 37.6333 49.8457 0
552 277 35.4196 51.1238 0
553 853 37.6333 52.4019 0
554 278 35.4196 53.68 0
555 854 37.6333 54.9581 0
556 279 35.4196 56.2362 0
557 855 37.6333 57.5143 0
558 280 35.4196 58.7924 0
559 856 37.6333 60.0705 0
560 281 35.4196 61.3486 0
561 857 37.6333 62.6267 0
562 282 35.4196 63.9048 0
563 858 37.6333 65.1829 0
564 283 35.4196 66.461 0
565 859 37.6333 67.7391 0
566 284 35.4196 69.0172 0
567 860 37.6333 70.2953 0
568 285 35.4196 71.5733 0
569 861 37.6333 72.8514 0
570 286 35.4196 74.1295 0
571 862 37.6333 75.4076 0
572 287 35.4196 76.6857 0
573 863 37.6333 77.9638 0
574 288 35.4196 79.2419 0
575 864 37.6333 80.52 0
576 289 39.8471 0 0
577 865 42.0608 1.2781 0
578 290 39.8471 2.55619 0
579 866 42.0608 3.83429 0
580 291 39.8471 5.11238 0
581 867 42.0608 6.39048 0
582 292 39.8471 7.66857 0
583 868 42.0608 8.94667 0
584 293 39.8471 10.2248 0
585 869 42.0608 11.5029 0
586 294 39.8471 12.781 0
587 870 42.0608 14.0591 0
588 295 39.8471 15.3371 0
589 871 42.0608 16.6152 0
590 296 39.8471 17.8933 0
591 872 42.0608 19.1714 0
592 297 39.8471 20.4495 0
593 873 42.0608 21.7276 0
594 298 39.8471 23.0057 0
595 874 42.0608 24.2838 0
596 299 39.8471 25.5619 0
597 875 42.0608 26.84 0
598 300 39.8471 28.1181 0
599 876 42.0608 29.3962 0
600 301 39.8471 30.6743 0
601 877 42.0608 31.9524 0
602 302 39.8471 33.2305 0
603 878 42.0608 34.5086 0
604 303 39.8471 35.7867 0
605 879 42.0608 37.0648 0
606 304 39.8471 38.3429 0
607 880 42.0608 39.621 0
608 305 39.8471 40.8991 0
609 881 42.0608 42.1772 0
610 306 39.8471 43.4552 0
611 882 42.0608 44.7333 0
612 307 39.8471 46.0114 0
613 883 42.0608 47.2895 0
614 308 39.8471 48.5676 0
615 884 42.0608 49.8457 0
616 309 39.8471 51.1238 0
617 885 42.0608 52.4019 0
618 310 39.8471 53.68 0
619 886 42.0608 54.9581 0
620 311 39.8471 56.2362 0
621 887 42.0608 57.5143 0
622 312 39.8471 58.7924 0
623 888 42.0608 60.0705 0
624 313 39.8471 61.3486 0
625 889 42.0608 62.6267 0
626 314 39.8471 63.9048 0
627 890 42.0608 65.1829 0
628 315 39.8471 66.461 0
629 891 42.0608 67.7391 0
630 316 39.8471 69.0172 0
631 892 42.0608 70.2953 0
632 317 39.8471 71.5733 0
633 893 42.0608 72.8514 0
634 318 39.8471 74.1295 0
635 894 42.0608 75.4076 0
636 319 39.8471 76.6857 0
637 895 42.0608 77.9638 0
638 320 39.8471 79.2419 0
639 896 42.0608 80.52 0
640 321 44.2745 0 0
641 897 46.4883 1.2781 0
642 322 44.2745 2.55619 0
643 898 46.4883 3.83429 0
644 323 44.2745 5.11238 0
645 899 46.4883 6.39048 0
646 324 44.2745 7.66857 0
647 900 46.4883 8.94667 0
648 325 44.2745 10.2248 0
649 901 46.4883 11.5029 0
650 326 44.2745 12.781 0
651 902 46.4883 14.0591 0
652 327 44.2745 15.3371 0
653 903 46.4883 16.6152 0
654 328 44.2745 17.8933 0
655 904 46.4883 19.1714 0
656 329 44.2745 20.4495 0
657 905 46.4883 21.7276 0
658 330 44.2745 23.0057 0
659 906 46.4883 24.2838 0
660 331 44.2745 25.5619 0
661 907 46.4883 26.84 0
662 332 44.2745 28.1181 0
663 908 46.4883 29.3962 0
664 333 44.2745 30.6743 0
665 909 46.4883 31.9524 0
666 334 44.2745 33.2305 0
667 910 46.4883 34.5086 0
668 335 44.2745 35.7867 0
669 911 46.4883 37.0648 0
670 336 44.2745 38.3429 0
671 912 46.4883 39.621 0
672 337 44.2745 40.8991 0
673 913 46.4883 42.1772 0
674 338 44.2745 43.4552 0
675 914 46.4883 44.7333 0
676 339 44.2745 46.0114 0
677 915 46.4883 47.2895 0
678 340 44.2745 48.5676 0
679 916 46.4883 49.8457 0
680 341 44.2745 51.1238 0
681 917 46.4883 52.4019 0
682 342 44.2745 53.68 0
683 918 46.4883 54.9581 0
684 343 44.2745 56.2362 0
685 919 46.4883 57.5143 0
686 344 44.2745 58.7924 0
687 920 46.4883 60.0705 0
688 345 44.2745 61.3486 0
689 921 46.4883 62.6267 0
690 346 44.2745 63.9048 0
691 922 46.4883 65.1829 0
692 347 44.2745 66.461 0
693 923 46.4883 67.7391 0
694 348 44.2745 69.0172 0
695 924 46.4883 70.2953 0
696 349 44.2745 71.5733 0
697 925 46.4883 72.8514 0
698 350 44.2745 74.1295 0
699 926 46.4883 75.4076 0
700 351 44.2745 76.6857 0
701 927 46.4883 77.9638 0
702 352 44.2745 79.2419 0
703 928 46.4883 80.52 0
704 353 48.702 0 0
705 929 50.9157 1.2781 0
706 354 48.702 2.55619 0
707 930 50.9157 3.83429 0
708 355 48.702 5.11238 0
709 931 50.9157 6.39048 0
710 356 48.702 7.66857 0
711 932 50.9157 8.94667 0
712 357 48.702 10.2248 0
713 933 50.9157 11.5029 0
714 358 48.702 12.781 0
715 934 50.9157 14.0591 0
716 359 48.702 15.3371 0
717 935 50.9157 16.6152 0
718 360 48.702 17.8933 0
719 936 50.9157 19.1714 0
720 361 48.702 20.4495 0
721 937 50.9157 21.7276 0
722 362 48.702 23.0057 0
723 938 50.9157 24.2838 0
724 363 48.702 25.5619 0
725 939 50.9157 26.84 0
726 364 48.702 28.1181 0
727 940 50.9157 29.3962 0
728 365 48.702 30.6743 0
729 941 50.9157 31.9524 0
730 366 48.702 33.2305 0
731 942 50.9157 34.5086 0
732 367 48.702 35.7867 0
733 943 50.9157 37.0648 0
734 368 48.702 38.3429 0
735 944 50.9157 39.621 0
736 369 48.702 40.8991 0
737 945 50.9157 42.1772 0
738 370 48.702 43.4552 0
739 946 50.9157 44.7333 0
740 371 48.702 46.0114 0
741 947 50.9157 47.2895 0
742 372 48.702 48.5676 0
743 948 50.9157 49.8457 0
744 373 48.702 51.1238 0
745 949 50.9157 52.4019 0
746 374 48.702 53.68 0
747 950 50.9157 54.9581 0
748 375 48.702 56.2362 0
749 951 50.9157 57.5143 0
750 376 48.702 58.7924 0
751 952 50.9157 60.0705 0
752 377 48.702 61.3486 0
753 953 50.9157 62.6267 0
754 378 48.702 63.9048 0
755 954 50.9157 65.1829 0
756 379 48.702 66.461 0
757 955 50.9157 67.7391 0
758 380 48.702 69.0172 0
759 956 50.9157 70.2953 0
760 381 48.702 71.5733 0
761 957 50.9157 72.8514 0
762 382 48.702 74.1295 0
763 958 50.9157 75.4076 0
764 383 48.702 76.6857 0
765 959 50.9157 77.9638 0
766 384 48.702 79.2419 0
767 960 50.9157 80.52 0
768 385 53.1294 0 0
769 961 55.3432 1.2781 0
770 386 53.1294 2.55619 0
771 962 55.3432 3.83429 0
772 387 53.1294 5.11238 0
773 963 55.3432 6.39048 0
774 388 53.1294 7.66857 0
775 964 55.3432 8.94667 0
776 389 53.1294 10.2248 0
777 965 55.3432 11.5029 0
778 390 53.1294 12.781 0
779 966 55.3432 14.0591 0
780 391 53.1294 15.3371 0
781 967 55.3432 16.6152 0
782 392 53.1294 17.8933 0
783 968 55.3432 19.1714 0
784 393 53.1294 20.4495 0
785 969 55.3432 21.7276 0
786 394 53.1294 23.0057 0
787 970 55.3432 24.2838 0
788 395 53.1294 25.5619 0
789 971 55.3432 26.84 0
790 396 53.1294 28.1181 0
791 972 55.3432 29.3962 0
792 397 53.1294 30.6743 0
793 973 55.3432 31.9524 0
794 398 53.1294 33.2305 0
795 974 55.3432 34.5086 0
796 399 53.1294 35.7867 0
797 975 55.3432 37.0648 0
798 400 53.1294 38.3429 0
799 976 55.3432 39.621 0
800 401 53.1294 40.8991 0
801 977 55.3432 42.1772 0
802 402 53.1294 43.4552 0
803 978 55.3432 44.7333 0
804 403 53.1294 46.0114 0
805 979 55.3432 47.2895 0
806 404 53.1294 48.5676 0
807 980 55.3432 49.8457 0
808 405 53.1294 51.1238 0
809 981 55.3432 52.4019 0
810 406 53.1294 53.68 0
811 982 55.3432 54.9581 0
812 407 53.1294 56.2362 0
813 983 55.3432 57.5143 0
814 408 53.1294 58.7924 0
815 984 55.3432 60.0705 0
816 409 53.1294 61.3486 0
817 985 55.3432 62.6267 0
818 410 53.1294 63.9048 0
819 986 55.3432 65.1829 0
820 411 53.1294 66.461 0
821 987 55.3432 67.7391 0
822 412 53.1294 69.0172 0
823 988 55.3432 70.2953 0
824 413 53.1294 71.5733 0
825 989 55.3432 72.8514 0
826 414 53.1294 74.1295 0
827 990 55.3432 75.4076 0
828 415 53.1294 76.6857 0
829 991 55.3432 77.9638 0
830 416 53.1294 79.2419 0
831 992 55.3432 80.52 0
832 417 57.5569 0 0
833 993 59.7706 1.2781 0
834 418 57.5569 2.55619 0
835 994 59.7706 3.83429 0
836 419 57.5569 5.11238 0
837 995 59.7706 6.39048 0
838 420 57.5569 7.66857 0
839 996 59.7706 8.94667 0
840 421 57.5569 10.2248 0
841 997 59.7706 11.5029 0
842 422 57.5569 12.781 0
843 998 59.7706 14.0591 0
844 423 57.5569 15.3371 0
845 999 59.7706 16.6152 0
846 424 57.5569 17.8933 0
847 1000 59.7706 19.1714 0
848 425 57.5569 20.4495 0
849 1001 59.7706 21.7276 0
850 426 57.5569 23.0057 0
851 1002 59.7706 24.2838 0
852 427 57.5569 25.5619 0
853 1003 59.7706 26.84 0
854 428 57.5569 28.1181 0
855 1004 59.7706 29.3962 0
856 429 57.5569 30.6743 0
857 1005 59.7706 31.9524 0
858 430 57.5569 33.2305 0
859 1006 59.7706 34.5086 0
860 431 57.5569 35.7867 0
861 1007 59.7706 37.0648 0
862 432 57.5569 38.3429 0
863 1008 59.7706 39.621 0
864 433 57.5569 40.8991 0
865 1009 59.7706 42.1772 0
866 434 57.5569 43.4552 0
867 1010 59.7706 44.7333 0
868 435 57.5569 46.0114 0
869 1011 59.7706 47.2895 0
870 436 57.5569 48.5676 0
871 1012 59.7706 49.8457 0
872 437 57.5569 51.1238 0
873 1013 59.7706 52.4019 0
874 438 57.5569 53.68 0
875 1014 59.7706 54.9581 0
876 439 57.5569 56.2362 0
877 1015 59.7706 57.5143 0
878 440 57.5569 58.7924 0
879 1016 59.7706 60.0705 0
880 441 57.5569 61.3486 0
881 1017 59.7706 62.6267 0
882 442 57.5569 63.9048 0
883 1018 59.7706 65.1829 0
884 443 57.5569 66.461 0
885 1019 59.7706 67.7391 0
886 444 57.5569 69.0172 0
887 1020 59.7706 70.2953 0
888 445 57.5569 71.5733 0
889 1021 59.7706 72.8514 0
890 446 57.5569 74.1295 0
891 1022 59.7706 75.4076 0
892 447 57.5569 76.6857 0
893 1023 59.7706 77.9638 0
894 448 57.5569 79.2419 0
895 1024 59.7706 80.52 0
896 449 61.9843 0 0
897 1025 64.1981 1.2781 0
898 450 61.9843 2.55619 0
899 1026 64.1981 3.83429 0
900 451 61.9843 5.11238 0
901 1027 64.1981 6.39048 0
902 452 61.9843 7.66857 0
903 1028 64.1981 8.94667 0
904 453 61.9843 10.2248 0
905 1029 64.1981 11.5029 0
906 454 61.9843 12.781 0
907 1030 64.1981 14.0591 0
908 455 61.9843 15.3371 0
909 1031 64.1981 16.6152 0
910 456 61.9843 17.8933 0
911 1032 64.1981 19.1714 0
912 457 61.9843 20.4495 0
913 1033 64.1981 21.7276 0
914 458 61.9843 23.0057 0
915 1034 64.1981 24.2838 0
916 459 61.9843 25.5619 0
917 1035 64.1981 26.84 0
918 460 61.9843 28.1181 0
919 1036 64.1981 29.3962 0
920 461 61.9843 30.6743 0
921 1037 64.1981 31.9524 0
922 462 61.9843 33.2305 0
923 1038 64.1981 34.5086 0
924 463 61.9843 35.7867 0
925 1039 64.1981 37.0648 0
926 464 61.9843 38.3429 0
927 1040 64.1981 39.621 0
928 465 61.9843 40.8991 0
929 1041 64.1981 42.1772 0
930 466 61.9843 43.4552 0
931 1042 64.1981 44.7333 0
932 467 61.9843 46.0114 0
933 1043 64.1981 47.2895 0
934 468 61.9843 48.5676 0
935 1044 64.1981 49.8457 0
936 469 61.9843 51.1238 0
937 1045 64.1981 52.4019 0
938 470 61.9843 53.68 0
939 1046 64.1981 54.9581 0
940 471 61.9843 56.2362 0
941 1047 64.1981 57.5143 0
942 472 61.9843 58.7924 0
943 1048 64.1981 60.0705 0
944 473 61.9843 61.3486 0
945 1049 64.1981 62.6267 0
946 474 61.9843 63.9048 0
947 1050 64.1981 65.1829 0
948 475 61.9843 66.461 0
949 1051 64.1981 67.7391 0
950 476 61.9843 69.0172 0
951 1052 64.1981 70.2953 0
952 477 61.9843 71.5733 0
953 1053 64.1981 72.8514 0
954 478 61.9843 74.1295 0
955 1054 64.1981 75.4076 0
956 479 61.9843 76.6857 0
957 1055 64.1981 77.9638 0
958 480 61.9843 79.2419 0
959 1056 64.1981 80.52 0
960 481 66.4118 0 0
961 1057 68.6255 1.2781 0
962 482 66.4118 2.55619 0
963 1058 68.6255 3.83429 0
964 483 66.4118 5.11238 0
965 1059 68.6255 6.39048 0
966 484 66.4118 7.66857 0
967 1060 68.6255 8.94667 0
968 485 66.4118 10.2248 0
969 1061 68.6255 11.5029 0
970 486 66.4118 12.781 0
971 1062 68.6255 14.0591 0
972 487 66.4118 15.3371 0
973 1063 68.6255 16.6152 0
974 488 66.4118 17.8933 0
975 1064 68.6255 19.1714 0
976 489 66.4118 20.4495 0
977 1065 68.6255 21.7276 0
978 490 66.4118 23.0057 0
979 1066 68.6255 24.2838 0
980 491 66.4118 25.5619 0
981 1067 68.6255 26.84 0
982 492 66.4118 28.1181 0
983 1068 68.6255 29.3962 0
984 493 66.4118 30.6743 0
985 1069 68.6255 31.9524 0
986 494 66.4118 33.2305 0
987 1070 68.6255 34.5086 0
988 495 66.4118 35.7867 0
989 1071 68.6255 37.0648 0
990 496 66.4118 38.3429 0
991 1072 68.6255 39.621 0
992 497 66.4118 40.8991 0
993 1073 68.6255 42.1772 0
994 498 66.4118 43.4552 0
995 1074 68.6255 44.7333 0
996 499 66.4118 46.0114 0
997 1075 68.6255 47.2895 0
998 500 66.4118 48.5676 0
999 1076 68.6255 49.8457 0
1000 501 66.4118 51.1238 0
1001 1077 68.6255 52.4019 0
1002 502 66.4118 53.68 0
1003 1078 68.6255 54.9581 0
1004 503 66.4118 56.2362 0
1005 1079 68.6255 57.5143 0
1006 504 66.4118 58.7924 0
1007 1080 68.6255 60.0705 0
1008 505 66.4118 61.3486 0
1009 1081 68.6255 62.6267 0
1010 506 66.4118 63.9048 0
1011 1082 68.6255 65.1829 0
1012 507 66.4118 66.461 0
1013 1083 68.6255 67.7391 0
1014 508 66.4118 69.0172 0
1015 1084 68.6255 70.2953 0
1016 509 66.4118 71.5733 0
1017 1085 68.6255 72.8514 0
1018 510 66.4118 74.1295 0
1019 1086 68.6255 75.4076 0
1020 511 66.4118 76.6857 0
1021 1087 68.6255 77.9638 0
1022 512 66.4118 79.2419 0
1023 1088 68.6255 80.52 0
1024 513 70.8392 0 0
1025 1089 73.053 1.2781 0
1026 514 70.8392 2.55619 0
1027 1090 73.053 3.83429 0
1028 515 70.8392 5.11238 0
1029 1091 73.053 6.39048 0
1030 516 70.8392 7.66857 0
1031 1092 73.053 8.94667 0
1032 517 70.8392 10.2248 0
1033 1093 73.053 11.5029 0
1034 518 70.8392 12.781 0
1035 1094 73.053 14.0591 0
1036 519 70.8392 15.3371 0
1037 1095 73.053 16.6152 0
1038 520 70.8392 17.8933 0
1039 1096 73.053 19.1714 0
1040 521 70.8392 20.4495 0
1041 1097 73.053 21.7276 0
1042 522 70.8392 23.0057 0
1043 1098 73.053 24.2838 0
1044 523 70.8392 25.5619 0
1045 1099 73.053 26.84 0
1046 524 70.8392 28.1181 0
1047 1100 73.053 29.3962 0
1048 525 70.8392 30.6743 0
1049 1101 73.053 31.9524 0
1050 526 70.8392 33.2305 0
1051 1102 73.053 34.5086 0
1052 527 70.8392 35.7867 0
1053 1103 73.053 37.0648 0
1054 528 70.8392 38.3429 0
1055 1104 73.053 39.621 0
1056 529 70.8392 40.8991 0
1057 1105 73.053 42.1772 0
1058 530 70.8392 43.4552 0
1059 1106 73.053 44.7333 0
1060 531 70.8392 46.0114 0
1061 1107 73.053 47.2895 0
1062 532 70.8392 48.5676 0
1063 1108 73.053 49.8457 0
1064 533 70.8392 51.1238 0
1065 1109 73.053 52.4019 0
1066 534 70.8392 53.68 0
1067 1110 73.053 54.9581 0
1068 535 70.8392 56.2362 0
1069 1111 73.053 57.5143 0
1070 536 70.8392 58.7924 0
1071 1112 73.053 60.0705 0
1072 537 70.8392 61.3486 0
1073 1113 73.053 62.6267 0
1074 538 70.8392 63.9048 0
1075 1114 73.053 65.1829 0
