############################################################
# group name of the Green's Function layer : bottom
# total number of atoms in the GF layer    : 288
# dimension of the system                  : 3 D
# number of atoms per unit surface cell    : 2
# dimension of the FFT mesh                : 9 x 16
# atomic tag of the surface origin         : 5473
# number of wait steps before measurement  : 5000000
# frequency of GFC measurement             : 20
# output result after this many measurement: 250000
# number of processors used by this run    : 4
############################################################
# Surface vectors: [ 4.42745, 0 ] [ 0, 2.55619 ]
# mapping information between FFT mesh and atom id
# nx ny nucell
9 16 2
# ix iy iu atom_id
4 7 2.79253 2.74889 5.2904 1.06844e-19 -0.0492469 -0.0765771 0.199382 0.0161544 0.168549 0.0288966 -2.63763 -1.06473 -0.0118501 0.00375776 -0.0492469 0.0765771 8.43288 1.47585e-19 0.0359415 0.0193366 -2.67695 -0.984913 0.0842901 0.0403513 -0.310047 -0.132537 0.199382 -0.0161544 0.0359415 -0.0193366 3.12604 -9.09454e-19 0.00543864 -0.00664322 -0.3231 -0.118701 0.118156 0.0610322 0.168549 -0.0288966 -2.67695 0.984913 0.00543864 0.00664322 5.25125 0 -0.0535521 -0.0301938 0.198448 0.0061896 -2.63763 1.06473 0.0842901 -0.0403513 -0.3231 0.118701 -0.0535521 0.0301938 8.43287 1.00726e-16 0.0260026 0.0333588 -0.0118501 -0.00375776 -0.310047 0.132537 0.118156 -0.0610322 0.198448 -0.0061896 0.0260026 -0.0333588 3.11431 -8.10119e-24
4 8 2.79253 3.14159 5.32848 -8.29882e-21 -0.00964146 -0.0399308 0.208626 0.0235665 -0.0404508 0.00225438 -2.81271 -0.54137 -0.0123748 0.0301657 -0.00964146 0.0399308 8.92983 -5.65155e-17 0.00711884 0.0237983 -2.99061 -0.477676 -0.0504136 -0.0707055 -0.365067 -0.066625 0.208626 -0.0235665 0.00711884 -0.0237983 3.2854 -4.60407e-19 -0.00536382 0.0121368 -0.350776 -0.0665992 0.0292381 -0.0802179 -0.0404508 -0.00225438 -2.99061 0.477676 -0.00536382 -0.0121368 5.36749 -2.44967e-20 0.00806428 0.0228036 0.225423 0.00853351 -2.81271 0.54137 -0.0504136 0.0707055 -0.350776 0.0665992 0.00806428 -0.0228036 8.6828 -1.6295e-21 0.00794976 -0.020902 -0.0123748 -0.0301657 -0.365067 0.066625 0.0292381 0.0802179 0.225423 -0.00853351 0.00794976 0.020902 3.25005 1.45173e-20
4 9 2.79253 -2.74889 5.3688 1.06225e-18 0.040488 0.0641409 0.202701 0.0042209 -0.187302 -0.0165187 -3.01328 0.0254666 0.0034683 0.0414423 0.040488 -0.0641409 8.60818 8.12512e-19 0.00614829 -0.00338957 -2.9786 0.108011 -0.0682302 0.0221487 -0.335124 0.024959 0.202701 -0.0042209 0.00614829 0.00338957 3.21303 -6.77908e-20 0.000646591 -0.00186751 -0.372681 0.0134584 -0.00373439 -0.0556671 -0.187302 0.0165187 -2.9786 -0.108011 0.000646591 0.00186751 5.32032 -6.27443e-20 0.0313832 0.0556206 0.20818 0.0428059 -3.01328 -0.0254666 -0.0682302 -0.0221487 -0.372681 -0.0134584 0.0313832 -0.0556206 8.7042 -2.94815e-20 0.00852397 -0.0219851 0.0034683 -0.0414423 -0.335124 -0.024959 -0.00373439 0.0556671 0.20818 -0.0428059 0.00852397 0.0219851 3.23653 0
4 10 2.79253 -2.35619 5.41949 0 -0.0485826 0.110634 0.16 0.0155149 -0.358946 0.0772392 -2.77858 0.581618 0.0189838 -0.0157047 -0.0485826 -0.110634 7.85485 -1.26578e-18 -0.00185348 -0.0356829 -2.65721 0.625303 -0.104214 0.00690449 -0.395601 0.0673927 0.16 -0.0155149 -0.00185348 0.0356829 2.9637 -8.29562e-21 0.027403 -0.0265312 -0.360288 0.0821729 -0.0442806 0.0180908 -0.358946 -0.0772392 -2.65721 -0.625303 0.027403 0.0265312 5.37361 -3.38334e-17 -0.0259683 0.0931732 0.111083 -0.00118301 -2.77858 -0.581618 -0.104214 -0.00690449 -0.360288 -0.0821729 -0.0259683 -0.0931732 7.97619 -1.47436e-18 -0.00717671 -0.0380789 0.0189838 0.0157047 -0.395601 -0.0673927 -0.0442806 -0.0180908 0.111083 0.00118301 -0.00717671 0.0380789 2.9453 6.22171e-20
4 11 2.79253 -1.9635 5.48715 6.75771e-17 -0.0279832 0.140235 0.0451118 0.00633627 -0.46322 0.195128 -2.29768 0.977476 0.0226121 0.00932179 -0.0279832 -0.140235 6.8673 6.65535e-17 -0.0112501 -0.059714 -2.30418 1.04464 -0.132522 0.0973951 -0.340267 0.117562 0.0451118 -0.00633627 -0.0112501 0.059714 2.86511 -1.16165e-18 0.0236805 -0.0253388 -0.315154 0.179905 -0.117764 0.0428375 -0.46322 -0.195128 -2.30418 -1.04464 0.0236805 0.0253388 5.47336 -6.80112e-17 -0.0285285 0.0911262 0.0466309 0.00881685 -2.29768 -0.977476 -0.132522 -0.0973951 -0.315154 -0.179905 -0.0285285 -0.0911262 6.8456 -5.24553e-19 -0.0154093 -0.0700369 0.0226121 -0.00932179 -0.340267 -0.117562 -0.117764 -0.0428375 0.0466309 -0.00881685 -0.0154093 0.0700369 2.85867 2.66497e-19
4 12 2.79253 -1.5708 5.56851 6.78737e-19 -0.0582574 0.113849 -0.0185752 -0.00565639 -0.520659 0.342044 -1.78831 1.21081 0.0482296 0.0193939 -0.0582574 -0.113849 5.62427 -8.42049e-17 -0.00353166 -0.0822946 -1.74831 1.25743 -0.119683 0.106519 -0.266949 0.172441 -0.0185752 0.00565639 -0.00353166 0.0822946 2.63644 -1.00377e-18 0.00870162 -0.0378463 -0.241248 0.20194 -0.0866097 0.0642735 -0.520659 -0.342044 -1.74831 -1.25743 0.00870162 0.0378463 5.59038 -1.06323e-18 -0.048337 0.150243 -0.0271754 0.0053361 -1.78831 -1.21081 -0.119683 -0.106519 -0.241248 -0.20194 -0.048337 -0.150243 5.59187 -1.99954e-18 -0.00879461 -0.0570328 0.0482296 -0.0193939 -0.266949 -0.172441 -0.0866097 -0.0642735 -0.0271754 -0.0053361 -0.00879461 0.0570328 2.64386 0
4 13 2.79253 -1.1781 5.63219 3.93158e-17 -0.00560589 0.130554 -0.130977 0.016666 -0.491364 0.517962 -1.16433 1.19681 0.0556925 0.0325145 -0.00560589 -0.130554 4.27528 2.17382e-18 -0.0257177 -0.0566496 -1.15873 1.22779 -0.141731 0.160736 -0.195049 0.1748 -0.130977 -0.016666 -0.0257177 0.0566496 2.41079 -3.31825e-19 -0.0366853 -0.0603796 -0.182219 0.228396 -0.155666 0.144102 -0.491364 -0.517962 -1.15873 -1.22779 -0.0366853 0.0603796 5.6209 4.19796e-17 -0.00348102 0.107174 -0.115778 0.0191737 -1.16433 -1.19681 -0.141731 -0.160736 -0.182219 -0.228396 -0.00348102 -0.107174 4.28548 -4.01077e-17 -0.0149139 -0.0551602 0.0556925 -0.0325145 -0.195049 -0.1748 -0.155666 -0.144102 -0.115778 -0.0191737 -0.0149139 0.0551602 2.45294 -2.0905e-18
4 14 2.79253 -0.785398 5.66156 -3.26328e-17 -0.0371717 0.0779882 -0.187254 0.0103647 -0.425555 0.671411 -0.659797 0.96309 0.102903 0.0202841 -0.0371717 -0.0779882 3.10027 -1.35839e-18 -0.00446232 -0.0250733 -0.585676 0.984842 -0.160118 0.264835 -0.118849 0.153235 -0.187254 -0.0103647 -0.00446232 0.0250733 2.23647 1.06391e-18 -0.0652938 -0.0833354 -0.088353 0.182537 -0.120939 0.19465 -0.425555 -0.671411 -0.585676 -0.984842 -0.0652938 0.0833354 5.62649 -3.45821e-17 -0.0309539 0.0712648 -0.186603 0.019925 -0.659797 -0.96309 -0.160118 -0.264835 -0.088353 -0.182537 -0.0309539 -0.0712648 3.10533 2.6482e-19 0.00446618 -0.0157485 0.102903 -0.0202841 -0.118849 -0.153235 -0.120939 -0.19465 -0.186603 -0.019925 0.00446618 0.0157485 2.23169 1.26093e-18
4 15 2.79253 -0.392699 5.74854 -2.1075e-17 0.00201016 0.0413702 -0.25024 0.0137955 -0.300083 0.811425 -0.233715 0.5611 0.140377 0.0180369 0.00201016 -0.0413702 2.28866 4.22148e-18 0.00310617 0.00488773 -0.206629 0.561184 -0.102273 0.241464 -0.0423397 0.119898 -0.25024 -0.0137955 0.00310617 -0.00488773 2.08138 7.96379e-19 -0.113086 -0.0879379 -0.0349374 0.11022 -0.0619582 0.163825 -0.300083 -0.811425 -0.206629 -0.561184 -0.113086 0.0879379 5.76659 6.25578e-18 -0.00767811 0.0294281 -0.250636 0.0154133 -0.233715 -0.5611 -0.102273 -0.241464 -0.0349374 -0.11022 -0.00767811 -0.0294281 2.29248 5.48624e-20 0.00469489 0.0254052 0.140377 -0.0180369 -0.0423397 -0.119898 -0.0619582 -0.163825 -0.250636 -0.0154133 0.00469489 -0.0254052 2.11487 -4.23077e-19
5 0 -2.79253 0 5.64407 3.57429e-18 0.00840134 0.0100843 -0.245052 -0.0162925 -0.133834 -0.824427 0.000418587 -0.00459098 0.132967 0.00648315 0.00840134 -0.0100843 1.96384 -1.06539e-18 -0.0183802 -0.00433688 0.00817513 -0.000817746 -0.0617802 -0.291199 -0.00612089 0.00293805 -0.245052 0.0162925 -0.0183802 0.00433688 2.13772 2.53223e-19 -0.131642 0.0564006 -0.0166794 -0.00722792 -0.0263924 -0.208601 -0.133834 0.824427 0.00817513 0.000817746 -0.131642 -0.0564006 5.68389 2.86565e-18 -0.00644398 -0.00742681 -0.245197 -0.0180222 0.000418587 0.00459098 -0.0617802 0.291199 -0.0166794 0.00722792 -0.00644398 0.00742681 1.96571 1.36956e-18 0.0117029 0.00484594 0.132967 -0.00648315 -0.00612089 -0.00293805 -0.0263924 0.208601 -0.245197 0.0180222 0.0117029 -0.00484594 2.14843 -2.69227e-19
5 1 -2.79253 0.392699 5.74854 7.79927e-18 0.00201016 -0.0413702 -0.25024 -0.0137955 -0.300083 -0.811425 -0.233715 -0.5611 0.140377 -0.0180369 0.00201016 0.0413702 2.28866 1.7253e-18 0.00310617 -0.00488773 -0.206629 -0.561184 -0.102273 -0.241464 -0.0423397 -0.119898 -0.25024 0.0137955 0.00310617 0.00488773 2.08138 7.96379e-19 -0.113086 0.0879379 -0.0349374 -0.11022 -0.0619582 -0.163825 -0.300083 0.811425 -0.206629 0.561184 -0.113086 -0.0879379 5.76659 6.07179e-18 -0.00767811 -0.0294281 -0.250636 -0.0154133 -0.233715 0.5611 -0.102273 0.241464 -0.0349374 0.11022 -0.00767811 0.0294281 2.29248 -3.84037e-19 0.00469489 -0.0254052 0.140377 0.0180369 -0.0423397 0.119898 -0.0619582 0.163825 -0.250636 0.0154133 0.00469489 0.0254052 2.11487 -9.29109e-19
5 2 -2.79253 0.785398 5.66156 -1.24146e-17 -0.0371717 -0.0779882 -0.187254 -0.0103647 -0.425555 -0.671411 -0.659797 -0.96309 0.102903 -0.0202841 -0.0371717 0.0779882 3.10027 6.14255e-18 -0.00446232 0.0250733 -0.585676 -0.984842 -0.160118 -0.264835 -0.118849 -0.153235 -0.187254 0.0103647 -0.00446232 -0.0250733 2.23647 5.80549e-19 -0.0652938 0.0833354 -0.088353 -0.182537 -0.120939 -0.19465 -0.425555 0.671411 -0.585676 0.984842 -0.0652938 -0.0833354 5.62649 4.13973e-17 -0.0309539 -0.0712648 -0.186603 -0.019925 -0.659797 0.96309 -0.160118 0.264835 -0.088353 0.182537 -0.0309539 0.0712648 3.10533 2.01783e-17 0.00446618 0.0157485 0.102903 0.0202841 -0.118849 0.153235 -0.120939 0.19465 -0.186603 0.019925 0.00446618 -0.0157485 2.23169 -1.2319e-18
5 3 -2.79253 1.1781 5.63219 4.63364e-17 -0.00560589 -0.130554 -0.130977 -0.016666 -0.491364 -0.517962 -1.16433 -1.19681 0.0556925 -0.0325145 -0.00560589 0.130554 4.27528 -2.09085e-18 -0.0257177 0.0566496 -1.15873 -1.22779 -0.141731 -0.160736 -0.195049 -0.1748 -0.130977 0.016666 -0.0257177 -0.0566496 2.41079 -1.79185e-18 -0.0366853 0.0603796 -0.182219 -0.228396 -0.155666 -0.144102 -0.491364 0.517962 -1.15873 1.22779 -0.0366853 -0.0603796 5.6209 -4.26459e-17 -0.00348102 -0.107174 -0.115778 -0.0191737 -1.16433 1.19681 -0.141731 0.160736 -0.182219 0.228396 -0.00348102 0.107174 4.28548 5.67127e-18 -0.0149139 0.0551602 0.0556925 0.0325145 -0.195049 0.1748 -0.155666 0.144102 -0.115778 0.0191737 -0.0149139 -0.0551602 2.45294 2.52187e-18
5 4 -2.79253 1.5708 5.56851 -6.81026e-17 -0.0582574 -0.113849 -0.0185752 0.00565639 -0.520659 -0.342044 -1.78831 -1.21081 0.0482296 -0.0193939 -0.0582574 0.113849 5.62427 0 -0.00353166 0.0822946 -1.74831 -1.25743 -0.119683 -0.106519 -0.266949 -0.172441 -0.0185752 -0.00565639 -0.00353166 -0.0822946 2.63644 2.73755e-19 0.00870162 0.0378463 -0.241248 -0.20194 -0.0866097 -0.0642735 -0.520659 0.342044 -1.74831 1.25743 0.00870162 -0.0378463 5.59038 1.09358e-18 -0.048337 -0.150243 -0.0271754 -0.0053361 -1.78831 1.21081 -0.119683 0.106519 -0.241248 0.20194 -0.048337 0.150243 5.59187 1.82042e-18 -0.00879461 0.0570328 0.0482296 0.0193939 -0.266949 0.172441 -0.0866097 0.0642735 -0.0271754 0.0053361 -0.00879461 -0.0570328 2.64386 8.57347e-19
5 5 -2.79253 1.9635 5.48715 2.831e-18 -0.0279832 -0.140235 0.0451118 -0.00633627 -0.46322 -0.195128 -2.29768 -0.977476 0.0226121 -0.00932179 -0.0279832 0.140235 6.8673 -4.04541e-18 -0.0112501 0.059714 -2.30418 -1.04464 -0.132522 -0.0973951 -0.340267 -0.117562 0.0451118 0.00633627 -0.0112501 -0.059714 2.86511 -1.11187e-18 0.0236805 0.0253388 -0.315154 -0.179905 -0.117764 -0.0428375 -0.46322 0.195128 -2.30418 1.04464 0.0236805 -0.0253388 5.47336 1.06225e-18 -0.0285285 -0.0911262 0.0466309 -0.00881685 -2.29768 0.977476 -0.132522 0.0973951 -0.315154 0.179905 -0.0285285 0.0911262 6.8456 -2.59049e-19 -0.0154093 0.0700369 0.0226121 0.00932179 -0.340267 0.117562 -0.117764 0.0428375 0.0466309 0.00881685 -0.0154093 -0.0700369 2.85867 8.80373e-19
5 6 -2.79253 2.35619 5.41949 -7.83483e-19 -0.0485826 -0.110634 0.16 -0.0155149 -0.358946 -0.0772392 -2.77858 -0.581618 0.0189838 0.0157047 -0.0485826 0.110634 7.85485 -4.36912e-17 -0.00185348 0.0356829 -2.65721 -0.625303 -0.104214 -0.00690449 -0.395601 -0.0673927 0.16 0.0155149 -0.00185348 -0.0356829 2.9637 4.14781e-21 0.027403 0.0265312 -0.360288 -0.0821729 -0.0442806 -0.0180908 -0.358946 0.0772392 -2.65721 0.625303 0.027403 -0.0265312 5.37361 -2.46257e-18 -0.0259683 -0.0931732 0.111083 0.00118301 -2.77858 0.581618 -0.104214 0.00690449 -0.360288 0.0821729 -0.0259683 0.0931732 7.97619 -4.74987e-17 -0.00717671 0.0380789 0.0189838 -0.0157047 -0.395601 0.0673927 -0.0442806 0.0180908 0.111083 -0.00118301 -0.00717671 -0.0380789 2.9453 0
5 7 -2.79253 2.74889 5.3688 -2.1411e-18 0.040488 -0.0641409 0.202701 -0.0042209 -0.187302 0.0165187 -3.01328 -0.0254666 0.0034683 -0.0414423 0.040488 0.0641409 8.60818 -1.16029e-19 0.00614829 0.00338957 -2.9786 -0.108011 -0.0682302 -0.0221487 -0.335124 -0.024959 0.202701 0.0042209 0.00614829 -0.00338957 3.21303 6.63649e-20 0.000646591 0.00186751 -0.372681 -0.0134584 -0.00373439 0.0556671 -0.187302 -0.0165187 -2.9786 0.108011 0.000646591 -0.00186751 5.32032 -1.65976e-19 0.0313832 -0.0556206 0.20818 -0.0428059 -3.01328 0.0254666 -0.0682302 0.0221487 -0.372681 0.0134584 0.0313832 0.0556206 8.7042 -2.65333e-19 0.00852397 0.0219851 0.0034683 0.0414423 -0.335124 0.024959 -0.00373439 -0.0556671 0.20818 0.0428059 0.00852397 -0.0219851 3.23653 0
5 8 -2.79253 3.14159 5.32848 3.38143e-17 -0.00964146 0.0399308 0.208626 -0.0235665 -0.0404508 -0.00225438 -2.81271 0.54137 -0.0123748 -0.0301657 -0.00964146 -0.0399308 8.92983 -5.64569e-17 0.00711884 -0.0237983 -2.99061 0.477676 -0.0504136 0.0707055 -0.365067 0.066625 0.208626 0.0235665 0.00711884 0.0237983 3.2854 -6.48937e-19 -0.00536382 -0.0121368 -0.350776 0.0665992 0.0292381 0.0802179 -0.0404508 0.00225438 -2.99061 -0.477676 -0.00536382 0.0121368 5.36749 9.25751e-22 0.00806428 -0.0228036 0.225423 -0.00853351 -2.81271 -0.54137 -0.0504136 -0.0707055 -0.350776 -0.0665992 0.00806428 0.0228036 8.6828 7.72816e-19 0.00794976 0.020902 -0.0123748 0.0301657 -0.365067 -0.066625 0.0292381 -0.0802179 0.225423 0.00853351 0.00794976 -0.020902 3.25005 -1.20286e-19
5 9 -2.79253 -2.74889 5.2904 7.28748e-20 -0.0492469 0.0765771 0.199382 -0.0161544 0.168549 -0.0288966 -2.63763 1.06473 -0.0118501 -0.00375776 -0.0492469 -0.0765771 8.43288 1.47585e-19 0.0359415 -0.0193366 -2.67695 0.984913 0.0842901 -0.0403513 -0.310047 0.132537 0.199382 0.0161544 0.0359415 0.0193366 3.12604 6.63649e-20 0.00543864 0.00664322 -0.3231 0.118701 0.118156 -0.0610322 0.168549 0.0288966 -2.67695 -0.984913 0.00543864 -0.00664322 5.25125 -5.80917e-20 -0.0535521 0.0301938 0.198448 -0.0061896 -2.63763 -1.06473 0.0842901 0.0403513 -0.3231 -0.118701 -0.0535521 -0.0301938 8.43287 -9.91279e-17 0.0260026 -0.0333588 -0.0118501 0.00375776 -0.310047 -0.132537 0.118156 0.0610322 0.198448 0.0061896 0.0260026 0.0333588 3.11431 0
5 10 -2.79253 -2.35619 5.32397 1.32781e-19 -0.0408356 0.0635418 0.155472 -0.00767098 0.299697 -0.149913 -2.26948 1.50648 -0.0102131 0.0268014 -0.0408356 -0.0635418 7.89638 -2.76061e-18 -0.0192628 -0.0536638 -2.36576 1.44751 0.108208 -0.144342 -0.318261 0.2055 0.155472 0.00767098 -0.0192628 0.0536638 2.99722 1.07636e-18 -0.0333497 -0.011834 -0.326268 0.200712 0.0597483 -0.0200811 0.299697 0.149913 -2.36576 -1.44751 -0.0333497 0.011834 5.36667 1.31144e-18 -0.04018 0.150588 0.143219 -0.0116679 -2.26948 -1.50648 0.108208 0.144342 -0.326268 -0.200712 -0.04018 -0.150588 7.78619 2.01095e-18 -0.0191397 -0.0547821 -0.0102131 -0.0268014 -0.318261 -0.2055 0.0597483 0.0200811 0.143219 0.0116679 -0.0191397 0.0547821 3.05178 2.0739e-21
5 11 -2.79253 -1.9635 5.46863 -6.42661e-17 0.0698109 0.105356 0.0532347 -0.0241642 0.34636 -0.319606 -1.78783 1.78845 -0.00739909 0.0284281 0.0698109 -0.105356 6.88895 -1.05057e-18 0.0110931 -0.0716634 -1.84313 1.72127 0.0495362 -0.0620952 -0.224321 0.256728 0.0532347 0.0241642 0.0110931 0.0716634 2.85317 -3.11086e-20 -0.0312641 -0.00246924 -0.248357 0.23983 0.0738214 -0.0740976 0.34636 0.319606 -1.84313 -1.72127 -0.0312641 0.00246924 5.48584 -6.79848e-17 0.0746616 0.145502 0.0845898 0.000457088 -1.78783 -1.78845 0.0495362 0.0620952 -0.248357 -0.23983 0.0746616 -0.145502 6.84526 3.36559e-18 0.0217625 -0.0431838 -0.00739909 -0.0284281 -0.224321 -0.256728 0.0738214 0.0740976 0.0845898 -0.000457088 0.0217625 0.0431838 2.87691 -3.95197e-19
5 12 -2.79253 -1.5708 5.47361 -3.22919e-18 0.0464936 0.139247 -0.0137476 -0.00886108 0.346766 -0.516236 -1.21386 1.7926 0.0281493 0.0505499 0.0464936 -0.139247 5.53295 -8.71854e-17 0.00721705 -0.0815191 -1.24428 1.71987 0.128839 -0.144051 -0.178331 0.27866 -0.0137476 0.00886108 0.00721705 0.0815191 2.61754 8.29562e-20 -0.0579698 0.00277529 -0.200798 0.24136 0.0852522 -0.144811 0.346766 0.516236 -1.24428 -1.71987 -0.0579698 -0.00277529 5.48157 8.08825e-18 0.0328175 0.116545 -0.0322534 -0.0174673 -1.21386 -1.7926 0.128839 0.144051 -0.200798 -0.24136 0.0328175 -0.116545 5.54157 1.18966e-18 0.0137516 -0.0611745 0.0281493 -0.0505499 -0.178331 -0.27866 0.0852522 0.144811 -0.0322534 0.0174673 0.0137516 0.0611745 2.60892 1.07843e-18
5 13 -2.79253 -1.1781 5.54062 4.21756e-17 0.0612124 0.158035 -0.11146 -0.00348426 0.239788 -0.627611 -0.634939 1.5169 0.0429105 0.0449531 0.0612124 -0.158035 4.22301 -3.4897e-17 0.0152389 -0.0593415 -0.695443 1.51729 0.112636 -0.196559 -0.0807718 0.255899 -0.11146 0.00348426 0.0152389 0.0593415 2.37373 1.03695e-18 -0.0855022 0.00214675 -0.121321 0.256299 0.076475 -0.157496 0.239788 0.627611 -0.695443 -1.51729 -0.0855022 -0.00214675 5.55365 5.46098e-18 0.0786541 0.079698 -0.120421 -0.010131 -0.634939 -1.5169 0.112636 0.196559 -0.121321 -0.256299 0.0786541 -0.079698 4.25343 -3.1627e-17 0.00394749 -0.052594 0.0429105 -0.0449531 -0.0807718 -0.255899 0.076475 0.157496 -0.120421 0.010131 0.00394749 0.052594 2.38522 8.29562e-21
5 14 -2.79253 -0.785398 5.69509 -6.7238e-18 0.000623174 0.087833 -0.207749 -0.00306541 0.183296 -0.840388 -0.226654 1.14884 0.0908865 0.0545349 0.000623174 -0.087833 3.07921 -5.31008e-19 0.0060424 -0.0291516 -0.279569 1.1637 0.0548928 -0.229922 -0.0434914 0.215684 -0.207749 0.00306541 0.0060424 0.0291516 2.20304 -2.0739e-21 -0.100931 0.000852559 -0.0611736 0.215646 0.0378713 -0.194606 0.183296 0.840388 -0.279569 -1.1637 -0.100931 -0.000852559 5.75589 1.09987e-18 0.00527614 0.0737759 -0.202848 0.00733564 -0.226654 -1.14884 0.0548928 0.229922 -0.0611736 -0.215646 0.00527614 -0.0737759 3.08818 8.48784e-18 0.0150827 -0.0204862 0.0908865 -0.0545349 -0.0434914 -0.215684 0.0378713 0.194606 -0.202848 -0.00733564 0.0150827 0.0204862 2.19316 3.27677e-19
5 15 -2.79253 -0.392699 5.7159 1.80773e-19 0.00624894 0.0437446 -0.233399 -0.0185418 0.0254116 -0.860555 0.00870061 0.595631 0.126959 0.0344172 0.00624894 -0.0437446 2.26979 -1.29783e-20 -0.00718953 -0.00560355 -0.0210249 0.59367 0.00423423 -0.287725 0.00478396 0.122495 -0.233399 0.0185418 -0.00718953 0.00560355 2.11364 -1.3273e-19 -0.127185 0.0319066 -0.0067925 0.100038 0.00925853 -0.218776 0.0254116 0.860555 -0.0210249 -0.59367 -0.127185 -0.0319066 5.71073 -2.28275e-18 0.0171813 0.029772 -0.236667 -0.0114993 0.00870061 -0.595631 0.00423423 0.287725 -0.0067925 -0.100038 0.0171813 -0.029772 2.28999 -2.10671e-19 0.0158513 0.00652485 0.126959 -0.0344172 0.00478396 -0.122495 0.00925853 0.218776 -0.236667 0.0114993 0.0158513 -0.00652485 2.12757 -1.3273e-19
6 0 -2.0944 0 5.62206 1.8292e-18 0.0015303 -0.00211676 -0.253657 -0.0556846 -1.22556 -2.1343 -0.000555874 0.000853036 0.172051 0.02119 0.0015303 0.00211676 1.97004 -1.16677e-21 -0.0142228 -0.00580488 -0.00960346 8.42788e-05 -0.417234 -0.721792 0.00317292 0.0113615 -0.253657 0.0556846 -0.0142228 0.00580488 2.00651 -1.33277e-18 -0.0705159 0.1603 0.0059776 0.0113441 -0.323828 -0.566605 -1.22556 2.1343 -0.00960346 -8.42788e-05 -0.0705159 -0.1603 5.62681 2.80564e-18 0.0118714 0.00645979 -0.249742 -0.0460792 -0.000555874 -0.000853036 -0.417234 0.721792 0.0059776 -0.0113441 0.0118714 -0.00645979 1.97588 -5.20765e-21 -0.0135519 -0.00490537 0.172051 -0.02119 0.00317292 -0.0113615 -0.323828 0.566605 -0.249742 0.0460792 -0.0135519 0.00490537 2.00072 -7.96379e-19
6 1 -2.0944 0.392699 5.62181 6.70676e-17 -0.0359631 -0.0338504 -0.226311 -0.0403309 -1.62785 -1.84254 -0.358937 -0.359819 0.145892 -0.00482022 -0.0359631 0.0338504 2.25135 4.42133e-18 -0.0280016 0.0060432 -0.333152 -0.431324 -0.512645 -0.576031 -0.0694913 -0.0475277 -0.226311 0.0403309 -0.0280016 -0.0060432 2.10354 6.74477e-19 -0.0184752 0.136145 -0.0369064 -0.0753178 -0.412986 -0.464272 -1.62785 1.84254 -0.333152 0.431324 -0.0184752 -0.136145 5.63981 0 -0.00284424 -0.0233662 -0.225993 -0.0385377 -0.358937 0.359819 -0.512645 0.576031 -0.0369064 0.0753178 -0.00284424 0.0233662 2.22823 2.09499e-19 -0.0332476 -0.00316203 0.145892 0.00482022 -0.0694913 0.0475277 -0.412986 0.464272 -0.225993 0.0385377 -0.0332476 0.00316203 2.10395 -1.6724e-17
6 2 -2.0944 0.785398 5.65431 -2.88741e-17 -0.0171698 -0.0867983 -0.191562 0.00122824 -1.88827 -1.43024 -0.857129 -0.591735 0.121606 -0.0196593 -0.0171698 0.0867983 3.09571 -1.5229e-17 -0.0390205 0.0377815 -0.783415 -0.703898 -0.560481 -0.40664 -0.179767 -0.0769149 -0.191562 -0.00122824 -0.0390205 -0.0377815 2.20356 1.28085e-17 0.025583 0.134004 -0.118357 -0.142701 -0.43239 -0.327643 -1.88827 1.43024 -0.783415 0.703898 0.025583 -0.134004 5.66037 -1.77277e-18 -0.0146054 -0.0898887 -0.20448 -0.0178516 -0.857129 0.591735 -0.560481 0.40664 -0.118357 0.142701 -0.0146054 0.0898887 3.0867 -1.9439e-17 -0.0362259 0.0430017 0.121606 0.0196593 -0.179767 0.0769149 -0.43239 0.327643 -0.20448 0.0178516 -0.0362259 -0.0430017 2.1949 9.29109e-19
6 3 -2.0944 1.1781 5.53622 3.05256e-18 -0.0704038 -0.110499 -0.116781 -0.0133708 -1.91396 -0.950884 -1.3789 -0.578637 0.118667 -0.00511521 -0.0704038 0.110499 4.25284 3.38284e-17 0.0058386 0.0719857 -1.30119 -0.744907 -0.61465 -0.290379 -0.257386 -0.056187 -0.116781 0.0133708 0.0058386 -0.0719857 2.3311 4.97737e-19 0.0520106 0.113565 -0.21066 -0.143162 -0.39591 -0.20483 -1.91396 0.950884 -1.30119 0.744907 0.0520106 -0.113565 5.52547 1.22249e-19 -0.0562344 -0.136744 -0.121521 0.00534892 -1.3789 0.578637 -0.61465 0.290379 -0.21066 0.143162 -0.0562344 0.136744 4.21781 -2.49427e-17 -0.000352193 0.0823896 0.118667 0.00511521 -0.257386 0.056187 -0.39591 0.20483 -0.121521 -0.00534892 -0.000352193 -0.0823896 2.3262 4.61236e-18
